solver,derivative,problem,start,extent,m,n,elapsed_ms,termination,lre,final_cost,lambda,gradient_inf_norm,step_norm,iterations,function_evaluations,jacobian_evaluations,linear_solves,accepted_steps,rejected_steps
minpack_lmder,analytic,Bennett5,start1,dynamic,154,3,3.3627669999999998,converged,9.6959310278151243,nan,nan,nan,nan,747,768,747,nan,nan,nan
minpack_lmdif,finite_difference,Bennett5,start1,dynamic,154,3,4.9745730000000004,converged,7.4027033117560981,nan,nan,nan,nan,760,3041,nan,nan,nan,nan
minpack_lmder,analytic,Bennett5,start2,dynamic,154,3,0.86510700000000007,converged,10.473520365620931,nan,nan,nan,nan,198,216,198,nan,nan,nan
minpack_lmdif,finite_difference,Bennett5,start2,dynamic,154,3,1.2758430000000001,converged,5.2572663479293302,nan,nan,nan,nan,204,817,nan,nan,nan,nan
minpack_lmder,analytic,BoxBOD,start1,dynamic,6,2,0.027604,converged,9.3355418341549861,nan,nan,nan,nan,27,35,27,nan,nan,nan
minpack_lmdif,finite_difference,BoxBOD,start1,dynamic,6,2,0.0032859999999999999,failed,0,nan,nan,nan,nan,4,12,nan,nan,nan,nan
minpack_lmder,analytic,BoxBOD,start2,dynamic,6,2,0.0033859999999999997,converged,8.4843270742277763,nan,nan,nan,nan,14,15,14,nan,nan,nan
minpack_lmdif,finite_difference,BoxBOD,start2,dynamic,6,2,0.0072040000000000003,converged,8.8224888498600738,nan,nan,nan,nan,20,61,nan,nan,nan,nan
minpack_lmder,analytic,Chwirut1,start1,dynamic,214,3,0.047061000000000006,converged,9.6932586658830004,nan,nan,nan,nan,12,14,12,nan,nan,nan
minpack_lmdif,finite_difference,Chwirut1,start1,dynamic,214,3,0.063182000000000002,converged,7.7789780350782394,nan,nan,nan,nan,12,49,nan,nan,nan,nan
minpack_lmder,analytic,Chwirut1,start2,dynamic,214,3,0.031601999999999998,converged,9.9658005256641253,nan,nan,nan,nan,9,10,9,nan,nan,nan
minpack_lmdif,finite_difference,Chwirut1,start2,dynamic,214,3,0.047302000000000004,converged,8.1222142145611418,nan,nan,nan,nan,9,37,nan,nan,nan,nan
minpack_lmder,analytic,Chwirut2,start1,dynamic,54,3,0.017033,converged,7.5235425227639219,nan,nan,nan,nan,10,22,10,nan,nan,nan
minpack_lmdif,finite_difference,Chwirut2,start1,dynamic,54,3,0.021252,converged,8.1438024654499355,nan,nan,nan,nan,14,56,nan,nan,nan,nan
minpack_lmder,analytic,Chwirut2,start2,dynamic,54,3,0.0080360000000000015,converged,8.5814991741102205,nan,nan,nan,nan,8,9,8,nan,nan,nan
minpack_lmdif,finite_difference,Chwirut2,start2,dynamic,54,3,0.014067,converged,8.4587609752750268,nan,nan,nan,nan,9,38,nan,nan,nan,nan
minpack_lmder,analytic,DanWood,start1,dynamic,6,2,0.0042989999999999999,converged,11,nan,nan,nan,nan,8,9,8,nan,nan,nan
minpack_lmdif,finite_difference,DanWood,start1,dynamic,6,2,0.0056010000000000001,converged,9.4154814181086568,nan,nan,nan,nan,10,31,nan,nan,nan,nan
minpack_lmder,analytic,DanWood,start2,dynamic,6,2,0.0034259999999999998,converged,11,nan,nan,nan,nan,8,12,8,nan,nan,nan
minpack_lmdif,finite_difference,DanWood,start2,dynamic,6,2,0.003777,converged,9.307332567152196,nan,nan,nan,nan,8,25,nan,nan,nan,nan
minpack_lmder,analytic,Eckerle4,start1,dynamic,35,3,0.020258999999999999,converged,9.6970470211256306,nan,nan,nan,nan,18,23,18,nan,nan,nan
minpack_lmdif,finite_difference,Eckerle4,start1,dynamic,35,3,0.024556999999999999,converged,9.5293446631967225,nan,nan,nan,nan,21,86,nan,nan,nan,nan
minpack_lmder,analytic,Eckerle4,start2,dynamic,35,3,0.0079449999999999989,converged,9.6070705471171358,nan,nan,nan,nan,9,13,9,nan,nan,nan
minpack_lmdif,finite_difference,Eckerle4,start2,dynamic,35,3,0.010229,converged,9.3895966205277777,nan,nan,nan,nan,10,40,nan,nan,nan,nan
minpack_lmder,analytic,ENSO,start1,dynamic,168,9,1.0781499999999999,converged,6.6373055412697077,nan,nan,nan,nan,39,44,39,nan,nan,nan
minpack_lmdif,finite_difference,ENSO,start1,dynamic,168,9,3.2731739999999996,converged,6.4985149481294009,nan,nan,nan,nan,39,397,nan,nan,nan,nan
minpack_lmder,analytic,ENSO,start2,dynamic,168,9,0.97332600000000002,converged,6.5012923091577068,nan,nan,nan,nan,36,42,36,nan,nan,nan
minpack_lmdif,finite_difference,ENSO,start2,dynamic,168,9,2.82219,converged,5.9474136820074488,nan,nan,nan,nan,34,347,nan,nan,nan,nan
minpack_lmder,analytic,Gauss1,start1,dynamic,250,8,0.113591,converged,8.7133396688177083,nan,nan,nan,nan,6,7,6,nan,nan,nan
minpack_lmdif,finite_difference,Gauss1,start1,dynamic,250,8,0.25387199999999999,converged,8.8309080238962938,nan,nan,nan,nan,8,75,nan,nan,nan,nan
minpack_lmder,analytic,Gauss1,start2,dynamic,250,8,0.10847,converged,10.561506059497168,nan,nan,nan,nan,7,8,7,nan,nan,nan
minpack_lmdif,finite_difference,Gauss1,start2,dynamic,250,8,0.22703000000000001,converged,9.2317407493853576,nan,nan,nan,nan,7,65,nan,nan,nan,nan
minpack_lmder,analytic,Gauss2,start1,dynamic,250,8,0.108209,converged,10.003232237555801,nan,nan,nan,nan,7,8,7,nan,nan,nan
minpack_lmdif,finite_difference,Gauss2,start1,dynamic,250,8,0.223473,converged,9.3636027719270132,nan,nan,nan,nan,7,64,nan,nan,nan,nan
minpack_lmder,analytic,Gauss2,start2,dynamic,250,8,0.129691,converged,10.328611128027582,nan,nan,nan,nan,8,11,8,nan,nan,nan
minpack_lmdif,finite_difference,Gauss2,start2,dynamic,250,8,0.27721699999999999,converged,9.1585244568935469,nan,nan,nan,nan,8,79,nan,nan,nan,nan
minpack_lmder,analytic,Gauss3,start1,dynamic,250,8,0.12416000000000001,converged,9.2021302313312869,nan,nan,nan,nan,7,11,7,nan,nan,nan
minpack_lmdif,finite_difference,Gauss3,start1,dynamic,250,8,0.26053500000000002,converged,8.897669287955285,nan,nan,nan,nan,7,71,nan,nan,nan,nan
minpack_lmder,analytic,Gauss3,start2,dynamic,250,8,0.187142,converged,9.5913962368193495,nan,nan,nan,nan,10,19,10,nan,nan,nan
minpack_lmdif,finite_difference,Gauss3,start2,dynamic,250,8,0.27334999999999998,converged,9.0258854452686776,nan,nan,nan,nan,8,77,nan,nan,nan,nan
minpack_lmder,analytic,Hahn1,start1,dynamic,236,7,0.152064,converged,7.6576233535117968,nan,nan,nan,nan,15,25,15,nan,nan,nan
minpack_lmdif,finite_difference,Hahn1,start1,dynamic,236,7,0.20061899999999999,converged,6.9024413126322823,nan,nan,nan,nan,16,135,nan,nan,nan,nan
minpack_lmder,analytic,Hahn1,start2,dynamic,236,7,0.12315899999999999,converged,6.6623260774928745,nan,nan,nan,nan,12,25,12,nan,nan,nan
minpack_lmdif,finite_difference,Hahn1,start2,dynamic,236,7,0.17752400000000002,converged,6.4936717648416167,nan,nan,nan,nan,15,126,nan,nan,nan,nan
minpack_lmder,analytic,Kirby2,start1,dynamic,151,5,0.054506000000000006,converged,10.697723522181256,nan,nan,nan,nan,13,19,13,nan,nan,nan
minpack_lmdif,finite_difference,Kirby2,start1,dynamic,151,5,0.06634799999999999,converged,7.6381376686596241,nan,nan,nan,nan,14,86,nan,nan,nan,nan
minpack_lmder,analytic,Kirby2,start2,dynamic,151,5,0.036992000000000004,converged,7.9558275296114918,nan,nan,nan,nan,8,17,8,nan,nan,nan
minpack_lmdif,finite_difference,Kirby2,start2,dynamic,151,5,0.074193999999999996,converged,7.7917689378732593,nan,nan,nan,nan,15,95,nan,nan,nan,nan
minpack_lmder,analytic,Lanczos1,start1,dynamic,24,6,0.14000199999999999,converged,10.555778572623996,nan,nan,nan,nan,73,83,73,nan,nan,nan
minpack_lmdif,finite_difference,Lanczos1,start1,dynamic,24,6,0.219055,converged,10.553792835501275,nan,nan,nan,nan,75,529,nan,nan,nan,nan
minpack_lmder,analytic,Lanczos1,start2,dynamic,24,6,0.030127999999999999,converged,10.555428507021851,nan,nan,nan,nan,10,13,10,nan,nan,nan
minpack_lmdif,finite_difference,Lanczos1,start2,dynamic,24,6,0.023826,converged,10.554241772267137,nan,nan,nan,nan,9,67,nan,nan,nan,nan
minpack_lmder,analytic,Lanczos2,start1,dynamic,24,6,0.15088300000000002,converged,8.4354697329734591,nan,nan,nan,nan,77,94,77,nan,nan,nan
minpack_lmdif,finite_difference,Lanczos2,start1,dynamic,24,6,0.26877099999999998,converged,6.981000945960866,nan,nan,nan,nan,84,592,nan,nan,nan,nan
minpack_lmder,analytic,Lanczos2,start2,dynamic,24,6,0.018566000000000003,converged,10.397407709345508,nan,nan,nan,nan,10,14,10,nan,nan,nan
minpack_lmdif,finite_difference,Lanczos2,start2,dynamic,24,6,0.043775000000000001,converged,6.3444891345123482,nan,nan,nan,nan,14,103,nan,nan,nan,nan
minpack_lmder,analytic,Lanczos3,start1,dynamic,24,6,0.15543100000000001,converged,8.3963508435937815,nan,nan,nan,nan,82,98,82,nan,nan,nan
minpack_lmdif,finite_difference,Lanczos3,start1,dynamic,24,6,0.25537500000000002,converged,5.6461545216848883,nan,nan,nan,nan,83,583,nan,nan,nan,nan
minpack_lmder,analytic,Lanczos3,start2,dynamic,24,6,0.020931000000000002,converged,6.4075686333547752,nan,nan,nan,nan,8,18,8,nan,nan,nan
minpack_lmdif,finite_difference,Lanczos3,start2,dynamic,24,6,0.060357000000000001,converged,5.0545970857166358,nan,nan,nan,nan,19,135,nan,nan,nan,nan
minpack_lmder,analytic,MGH09,start1,dynamic,11,4,0.317245,converged,8.500734756491811,nan,nan,nan,nan,406,541,406,nan,nan,nan
minpack_lmdif,finite_difference,MGH09,start1,dynamic,11,4,0.31502999999999998,converged,7.2552524595122083,nan,nan,nan,nan,415,2077,nan,nan,nan,nan
minpack_lmder,analytic,MGH09,start2,dynamic,11,4,0.017935,converged,7.2558338884439078,nan,nan,nan,nan,34,41,34,nan,nan,nan
minpack_lmdif,finite_difference,MGH09,start2,dynamic,11,4,0.019187000000000003,converged,6.9324722391528155,nan,nan,nan,nan,31,159,nan,nan,nan,nan
minpack_lmder,analytic,MGH10,start1,dynamic,16,3,0.16514999999999999,converged,9.8058806473219544,nan,nan,nan,nan,251,292,251,nan,nan,nan
minpack_lmdif,finite_difference,MGH10,start1,dynamic,16,3,0.19440700000000002,converged,6.9351092419745655,nan,nan,nan,nan,260,1043,nan,nan,nan,nan
minpack_lmder,analytic,MGH10,start2,dynamic,16,3,0.087119000000000002,converged,8.9801585551458913,nan,nan,nan,nan,117,134,117,nan,nan,nan
minpack_lmdif,finite_difference,MGH10,start2,dynamic,16,3,0.092880000000000004,converged,7.0560881431316762,nan,nan,nan,nan,123,493,nan,nan,nan,nan
minpack_lmder,analytic,MGH17,start1,dynamic,33,5,0.93644500000000008,converged,9.7146854187118254,nan,nan,nan,nan,591,647,591,nan,nan,nan
minpack_lmdif,finite_difference,MGH17,start1,dynamic,33,5,1.3916869999999999,converged,7.0526892994768708,nan,nan,nan,nan,583,3503,nan,nan,nan,nan
minpack_lmder,analytic,MGH17,start2,dynamic,33,5,0.037642999999999996,converged,9.6942383500969846,nan,nan,nan,nan,18,27,18,nan,nan,nan
minpack_lmdif,finite_difference,MGH17,start2,dynamic,33,5,0.056459999999999996,converged,6.7960131264104406,nan,nan,nan,nan,21,129,nan,nan,nan,nan
minpack_lmder,analytic,Misra1a,start1,dynamic,14,2,0.012724999999999998,converged,11,nan,nan,nan,nan,19,27,19,nan,nan,nan
minpack_lmdif,finite_difference,Misra1a,start1,dynamic,14,2,0.014518000000000001,converged,8.3260663236960717,nan,nan,nan,nan,25,76,nan,nan,nan,nan
minpack_lmder,analytic,Misra1a,start2,dynamic,14,2,0.0035870000000000003,converged,10.12659464363899,nan,nan,nan,nan,6,13,6,nan,nan,nan
minpack_lmdif,finite_difference,Misra1a,start2,dynamic,14,2,0.0046589999999999999,converged,8.4636468962328042,nan,nan,nan,nan,9,29,nan,nan,nan,nan
minpack_lmder,analytic,Misra1b,start1,dynamic,14,2,0.018516000000000001,converged,10.925615881194449,nan,nan,nan,nan,20,29,20,nan,nan,nan
minpack_lmdif,finite_difference,Misra1b,start1,dynamic,14,2,0.018876999999999998,converged,7.9101114338632437,nan,nan,nan,nan,24,74,nan,nan,nan,nan
minpack_lmder,analytic,Misra1b,start2,dynamic,14,2,0.0051200000000000004,converged,10.910908207519546,nan,nan,nan,nan,6,12,6,nan,nan,nan
minpack_lmdif,finite_difference,Misra1b,start2,dynamic,14,2,0.0068929999999999998,converged,7.6848076916961139,nan,nan,nan,nan,9,29,nan,nan,nan,nan
minpack_lmder,analytic,Misra1c,start1,dynamic,14,2,0.0064720000000000003,converged,8.3251361185303505,nan,nan,nan,nan,7,17,7,nan,nan,nan
minpack_lmdif,finite_difference,Misra1c,start1,dynamic,14,2,0.0073549999999999996,converged,8.3158168117412625,nan,nan,nan,nan,13,39,nan,nan,nan,nan
minpack_lmder,analytic,Misra1c,start2,dynamic,14,2,0.0038270000000000001,converged,10.10306429627208,nan,nan,nan,nan,6,13,6,nan,nan,nan
minpack_lmdif,finite_difference,Misra1c,start2,dynamic,14,2,0.0043880000000000004,converged,8.2071014104787707,nan,nan,nan,nan,10,31,nan,nan,nan,nan
minpack_lmder,analytic,Misra1d,start1,dynamic,14,2,0.0052810000000000001,converged,11,nan,nan,nan,nan,9,16,9,nan,nan,nan
minpack_lmdif,finite_difference,Misra1d,start1,dynamic,14,2,0.0061219999999999998,converged,9.1071788207568947,nan,nan,nan,nan,15,45,nan,nan,nan,nan
minpack_lmder,analytic,Misra1d,start2,dynamic,14,2,0.0017740000000000002,converged,11,nan,nan,nan,nan,7,9,7,nan,nan,nan
minpack_lmdif,finite_difference,Misra1d,start2,dynamic,14,2,0.0040080000000000003,converged,8.8521593869185082,nan,nan,nan,nan,9,29,nan,nan,nan,nan
minpack_lmder,analytic,Nelson,start1,dynamic,128,3,0.17328499999999999,converged,7.9451390065762766,nan,nan,nan,nan,59,80,59,nan,nan,nan
minpack_lmdif,finite_difference,Nelson,start1,dynamic,128,3,0.27676600000000001,converged,6.2258464272303176,nan,nan,nan,nan,64,257,nan,nan,nan,nan
minpack_lmder,analytic,Nelson,start2,dynamic,128,3,0.048043000000000002,converged,9.9288683236594277,nan,nan,nan,nan,15,25,15,nan,nan,nan
minpack_lmdif,finite_difference,Nelson,start2,dynamic,128,3,0.080144999999999994,converged,6.5868943737695496,nan,nan,nan,nan,19,77,nan,nan,nan,nan
minpack_lmder,analytic,Rat42,start1,dynamic,9,3,0.0088970000000000004,converged,10.393749707387274,nan,nan,nan,nan,12,20,12,nan,nan,nan
minpack_lmdif,finite_difference,Rat42,start1,dynamic,9,3,0.010009000000000001,converged,8.6742492438200749,nan,nan,nan,nan,15,61,nan,nan,nan,nan
minpack_lmder,analytic,Rat42,start2,dynamic,9,3,0.0059920000000000008,converged,9.586954972479818,nan,nan,nan,nan,10,18,10,nan,nan,nan
minpack_lmdif,finite_difference,Rat42,start2,dynamic,9,3,0.0046589999999999999,converged,8.5557290446505938,nan,nan,nan,nan,8,34,nan,nan,nan,nan
minpack_lmder,analytic,Rat43,start1,dynamic,15,4,0.037793,converged,9.3494936077284141,nan,nan,nan,nan,26,36,26,nan,nan,nan
minpack_lmdif,finite_difference,Rat43,start1,dynamic,15,4,0.055496999999999998,converged,7.607309974906773,nan,nan,nan,nan,31,159,nan,nan,nan,nan
minpack_lmder,analytic,Rat43,start2,dynamic,15,4,0.016260999999999998,converged,8.3244074170316793,nan,nan,nan,nan,13,22,13,nan,nan,nan
minpack_lmdif,finite_difference,Rat43,start2,dynamic,15,4,0.021280999999999998,converged,7.9161152587864025,nan,nan,nan,nan,14,71,nan,nan,nan,nan
minpack_lmder,analytic,Roszman1,start1,dynamic,25,4,0.031772000000000002,converged,7.0458580555915962,nan,nan,nan,nan,6,16,6,nan,nan,nan
minpack_lmdif,finite_difference,Roszman1,start1,dynamic,25,4,0.022033000000000001,converged,7.1816859379289539,nan,nan,nan,nan,9,48,nan,nan,nan,nan
minpack_lmder,analytic,Roszman1,start2,dynamic,25,4,0.012813999999999999,converged,8.6216654984400503,nan,nan,nan,nan,6,14,6,nan,nan,nan
minpack_lmdif,finite_difference,Roszman1,start2,dynamic,25,4,0.024147000000000002,converged,6.7961958635920068,nan,nan,nan,nan,10,53,nan,nan,nan,nan
minpack_lmder,analytic,Thurber,start1,dynamic,37,7,0.10324,converged,8.3446244716268136,nan,nan,nan,nan,47,63,47,nan,nan,nan
minpack_lmdif,finite_difference,Thurber,start1,dynamic,37,7,0.14106299999999999,converged,7.2916233956217118,nan,nan,nan,nan,44,352,nan,nan,nan,nan
minpack_lmder,analytic,Thurber,start2,dynamic,37,7,0.064535000000000009,converged,8.0038767350759628,nan,nan,nan,nan,35,47,35,nan,nan,nan
minpack_lmdif,finite_difference,Thurber,start2,dynamic,37,7,0.071659,converged,7.0479089300170124,nan,nan,nan,nan,33,269,nan,nan,nan,nan
